Value,lulcc,lu_T1,lu_T2,lc_T1,lc_T2,general_T1,general_T2,macro_T1,macro_T2
8243,Orchards and Vineyards Barren to Natural Succession Herbaceous,Orchards and Vineyards,Natural Succession,Barren,Low Vegetation,Cropland,Natural Succession,Agricultural,Natural
8283,Orchards and Vineyards Barren to Orchards and Vineyards Herbaceous,Orchards and Vineyards,Orchards and Vineyards,Barren,Low Vegetation,Cropland,Cropland,Agricultural,Agricultural
8313,Orchards and Vineyards Herbaceous to Terrene Ponds,Orchards and Vineyards,Terrene Ponds,Low Vegetation,Water,Cropland,Water,Agricultural,Water
8314,Orchards and Vineyards Herbaceous to Streams and Rivers,Orchards and Vineyards,Streams and Rivers,Low Vegetation,Water,Cropland,Water,Agricultural,Water
8320,Orchards and Vineyards Herbaceous to Roads,Orchards and Vineyards,Roads,Low Vegetation,Impervious Roads,Cropland,Impervious Roads,Agricultural,Developed
8321,Orchards and Vineyards Herbaceous to Structures,Orchards and Vineyards,Structures,Low Vegetation,Impervious Structures,Cropland,Impervious Structures,Agricultural,Developed
8322,Orchards and Vineyards Herbaceous to Other Impervious,Orchards and Vineyards,Other Impervious,Low Vegetation,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8325,Orchards and Vineyards Herbaceous to Tree Canopy Over Other Impervious,Orchards and Vineyards,Tree Canopy Over Other Impervious,Low Vegetation,Tree Canopy Over Other Impervious,Cropland,Tree Canopy over Impervious,Agricultural,Developed
8326,Orchards and Vineyards Herbaceous to Tree Canopy Over Turf Grass,Orchards and Vineyards,Tree Canopy Over Turf,Low Vegetation,Tree Canopy,Cropland,Tree Canopy over Turf Grass,Agricultural,Developed
8327,Orchards and Vineyards Herbaceous to Turf Grass,Orchards and Vineyards,Turf,Low Vegetation,Low Vegetation,Cropland,Turf Grass,Agricultural,Developed
8328,Orchards and Vineyards Herbaceous to Bare Developed,Orchards and Vineyards,Developed,Low Vegetation,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8330,Orchards and Vineyards Herbaceous to Extractive Barren,Orchards and Vineyards,Extractive,Low Vegetation,Barren,Cropland,Extractive,Agricultural,Developed
8331,Orchards and Vineyards Herbaceous to Extractive Impervious,Orchards and Vineyards,Extractive,Low Vegetation,Other Impervious,Cropland,Extractive,Agricultural,Developed
8332,Orchards and Vineyards Herbaceous to Solar Field Panel Arrays,Orchards and Vineyards,Solar Field,Low Vegetation,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8336,Orchards and Vineyards Herbaceous to Suspended Succession Barren,Orchards and Vineyards,Suspended Succession,Low Vegetation,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8337,Orchards and Vineyards Herbaceous to Suspended Succession Herbaceous,Orchards and Vineyards,Suspended Succession,Low Vegetation,Low Vegetation,Cropland,"Pervious Developed, Other",Agricultural,Developed
8338,Orchards and Vineyards Herbaceous to Suspended Succession Shrubland,Orchards and Vineyards,Suspended Succession,Low Vegetation,Shrubland,Cropland,"Pervious Developed, Other",Agricultural,Developed
8340,Orchards and Vineyards Herbaceous to Forest,Orchards and Vineyards,Forest,Low Vegetation,Tree Canopy,Cropland,Forest,Agricultural,Natural
8341,Orchards and Vineyards Herbaceous to Forested Other,Orchards and Vineyards,Forested Other,Low Vegetation,Tree Canopy,Cropland,"Forested, Other",Agricultural,Natural
8342,Orchards and Vineyards Herbaceous to Natural Succession Barren,Orchards and Vineyards,Natural Succession,Low Vegetation,Barren,Cropland,Natural Succession,Agricultural,Natural
8343,Orchards and Vineyards Herbaceous to Natural Succession Herbaceous,Orchards and Vineyards,Natural Succession,Low Vegetation,Low Vegetation,Cropland,Natural Succession,Agricultural,Natural
8344,Orchards and Vineyards Herbaceous to Natural Succession Shrubland,Orchards and Vineyards,Natural Succession,Low Vegetation,Shrubland,Cropland,Natural Succession,Agricultural,Natural
8346,Orchards and Vineyards Herbaceous to Harvested Forest Herbaceous,Orchards and Vineyards,Harvested Forest,Low Vegetation,Low Vegetation,Cropland,Harvested Forest,Agricultural,Natural
8381,Orchards and Vineyards Herbaceous to Cropland Herbaceous,Orchards and Vineyards,Cropland,Low Vegetation,Low Vegetation,Cropland,Cropland,Agricultural,Agricultural
8382,Orchards and Vineyards Herbaceous to Orchards and Vineyards Barren,Orchards and Vineyards,Orchards and Vineyards,Low Vegetation,Barren,Cropland,Cropland,Agricultural,Agricultural
8384,Orchards and Vineyards Herbaceous to Orchards and Vineyards Shrubland,Orchards and Vineyards,Orchards and Vineyards,Low Vegetation,Shrubland,Cropland,Cropland,Agricultural,Agricultural
8385,Orchards and Vineyards Herbaceous to Pasture and Hay Barren,Orchards and Vineyards,Pasture and Hay,Low Vegetation,Barren,Cropland,Pasture and Hay,Agricultural,Agricultural
8386,Orchards and Vineyards Herbaceous to Pasture and Hay Herbaceous,Orchards and Vineyards,Pasture and Hay,Low Vegetation,Low Vegetation,Cropland,Pasture and Hay,Agricultural,Agricultural
8411,Orchards and Vineyards Shrubland to Lakes and Reservoirs,Orchards and Vineyards,Lakes and Reservoirs,Shrubland,Water,Cropland,Water,Agricultural,Water
8412,Orchards and Vineyards Shrubland to Riverine Ponds,Orchards and Vineyards,Riverine Ponds,Shrubland,Water,Cropland,Water,Agricultural,Water
8415,Orchards and Vineyards Shrubland to Bare Shore,Orchards and Vineyards,Bare Shore,Shrubland,Barren,Cropland,Natural Succession,Agricultural,Natural
8420,Orchards and Vineyards Shrubland to Roads,Orchards and Vineyards,Roads,Shrubland,Impervious Roads,Cropland,Impervious Roads,Agricultural,Developed
8421,Orchards and Vineyards Shrubland to Structures,Orchards and Vineyards,Structures,Shrubland,Impervious Structures,Cropland,Impervious Structures,Agricultural,Developed
8422,Orchards and Vineyards Shrubland to Other Impervious,Orchards and Vineyards,Other Impervious,Shrubland,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8426,Orchards and Vineyards Shrubland to Tree Canopy Over Turf Grass,Orchards and Vineyards,Tree Canopy Over Turf,Shrubland,Tree Canopy,Cropland,Tree Canopy over Turf Grass,Agricultural,Developed
8427,Orchards and Vineyards Shrubland to Turf Grass,Orchards and Vineyards,Turf,Shrubland,Low Vegetation,Cropland,Turf Grass,Agricultural,Developed
8428,Orchards and Vineyards Shrubland to Bare Developed,Orchards and Vineyards,Developed,Shrubland,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8430,Orchards and Vineyards Shrubland to Extractive Barren,Orchards and Vineyards,Extractive,Shrubland,Barren,Cropland,Extractive,Agricultural,Developed
8431,Orchards and Vineyards Shrubland to Extractive Impervious,Orchards and Vineyards,Extractive,Shrubland,Other Impervious,Cropland,Extractive,Agricultural,Developed
8432,Orchards and Vineyards Shrubland to Solar Field Panel Arrays,Orchards and Vineyards,Solar Field,Shrubland,Other Impervious,Cropland,"Impervious, Other",Agricultural,Developed
8433,Orchards and Vineyards Shrubland to Solar Field Barren,Orchards and Vineyards,Solar Field,Shrubland,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8436,Orchards and Vineyards Shrubland to Suspended Succession Barren,Orchards and Vineyards,Suspended Succession,Shrubland,Barren,Cropland,"Pervious Developed, Other",Agricultural,Developed
8437,Orchards and Vineyards Shrubland to Suspended Succession Herbaceous,Orchards and Vineyards,Suspended Succession,Shrubland,Low Vegetation,Cropland,"Pervious Developed, Other",Agricultural,Developed
8440,Orchards and Vineyards Shrubland to Forest,Orchards and Vineyards,Forest,Shrubland,Tree Canopy,Cropland,Forest,Agricultural,Natural
8441,Orchards and Vineyards Shrubland to Forested Other,Orchards and Vineyards,Forested Other,Shrubland,Tree Canopy,Cropland,"Forested, Other",Agricultural,Natural
8442,Orchards and Vineyards Shrubland to Natural Succession Barren,Orchards and Vineyards,Natural Succession,Shrubland,Barren,Cropland,Natural Succession,Agricultural,Natural
8443,Orchards and Vineyards Shrubland to Natural Succession Herbaceous,Orchards and Vineyards,Natural Succession,Shrubland,Low Vegetation,Cropland,Natural Succession,Agricultural,Natural
8445,Orchards and Vineyards Shrubland to Harvested Forest Barren,Orchards and Vineyards,Harvested Forest,Shrubland,Barren,Cropland,Harvested Forest,Agricultural,Natural
8480,Orchards and Vineyards Shrubland to Cropland Barren,Orchards and Vineyards,Cropland,Shrubland,Barren,Cropland,Cropland,Agricultural,Agricultural
8481,Orchards and Vineyards Shrubland to Cropland Herbaceous,Orchards and Vineyards,Cropland,Shrubland,Low Vegetation,Cropland,Cropland,Agricultural,Agricultural
8483,Orchards and Vineyards Shrubland to Orchards and Vineyards Herbaceous,Orchards and Vineyards,Orchards and Vineyards,Shrubland,Low Vegetation,Cropland,Cropland,Agricultural,Agricultural
8485,Orchards and Vineyards Shrubland to Pasture and Hay Barren,Orchards and Vineyards,Pasture and Hay,Shrubland,Barren,Cropland,Pasture and Hay,Agricultural,Agricultural
8486,Orchards and Vineyards Shrubland to Pasture and Hay Herbaceous,Orchards and Vineyards,Pasture and Hay,Shrubland,Low Vegetation,Cropland,Pasture and Hay,Agricultural,Agricultural
8512,Pasture and Hay Barren to Riverine Ponds,Pasture and Hay,Riverine Ponds,Barren,Water,Pasture and Hay,Water,Agricultural,Water
8513,Pasture and Hay Barren to Terrene Ponds,Pasture and Hay,Terrene Ponds,Barren,Water,Pasture and Hay,Water,Agricultural,Water
8514,Pasture and Hay Barren to Streams and Rivers,Pasture and Hay,Streams and Rivers,Barren,Water,Pasture and Hay,Water,Agricultural,Water
8520,Pasture and Hay Barren to Roads,Pasture and Hay,Roads,Barren,Impervious Roads,Pasture and Hay,Impervious Roads,Agricultural,Developed
8521,Pasture and Hay Barren to Structures,Pasture and Hay,Structures,Barren,Impervious Structures,Pasture and Hay,Impervious Structures,Agricultural,Developed
8522,Pasture and Hay Barren to Other Impervious,Pasture and Hay,Other Impervious,Barren,Other Impervious,Pasture and Hay,"Impervious, Other",Agricultural,Developed
8526,Pasture and Hay Barren to Tree Canopy Over Turf Grass,Pasture and Hay,Tree Canopy Over Turf,Barren,Tree Canopy,Pasture and Hay,Tree Canopy over Turf Grass,Agricultural,Developed
8527,Pasture and Hay Barren to Turf Grass,Pasture and Hay,Turf,Barren,Low Vegetation,Pasture and Hay,Turf Grass,Agricultural,Developed
8528,Pasture and Hay Barren to Bare Developed,Pasture and Hay,Developed,Barren,Barren,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8530,Pasture and Hay Barren to Extractive Barren,Pasture and Hay,Extractive,Barren,Barren,Pasture and Hay,Extractive,Agricultural,Developed
8531,Pasture and Hay Barren to Extractive Impervious,Pasture and Hay,Extractive,Barren,Other Impervious,Pasture and Hay,Extractive,Agricultural,Developed
8532,Pasture and Hay Barren to Solar Field Panel Arrays,Pasture and Hay,Solar Field,Barren,Other Impervious,Pasture and Hay,"Impervious, Other",Agricultural,Developed
8534,Pasture and Hay Barren to Solar Field Herbaceous,Pasture and Hay,Solar Field,Barren,Low Vegetation,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8536,Pasture and Hay Barren to Suspended Succession Barren,Pasture and Hay,Suspended Succession,Barren,Barren,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8537,Pasture and Hay Barren to Suspended Succession Herbaceous,Pasture and Hay,Suspended Succession,Barren,Low Vegetation,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8540,Pasture and Hay Barren to Forest,Pasture and Hay,Forest,Barren,Tree Canopy,Pasture and Hay,Forest,Agricultural,Natural
8541,Pasture and Hay Barren to Forested Other,Pasture and Hay,Forested Other,Barren,Tree Canopy,Pasture and Hay,"Forested, Other",Agricultural,Natural
8542,Pasture and Hay Barren to Natural Succession Barren,Pasture and Hay,Natural Succession,Barren,Barren,Pasture and Hay,Natural Succession,Agricultural,Natural
8543,Pasture and Hay Barren to Natural Succession Herbaceous,Pasture and Hay,Natural Succession,Barren,Low Vegetation,Pasture and Hay,Natural Succession,Agricultural,Natural
8544,Pasture and Hay Barren to Natural Succession Shrubland,Pasture and Hay,Natural Succession,Barren,Shrubland,Pasture and Hay,Natural Succession,Agricultural,Natural
8545,Pasture and Hay Barren to Harvested Forest Barren,Pasture and Hay,Harvested Forest,Barren,Barren,Pasture and Hay,Harvested Forest,Agricultural,Natural
8546,Pasture and Hay Barren to Harvested Forest Herbaceous,Pasture and Hay,Harvested Forest,Barren,Low Vegetation,Pasture and Hay,Harvested Forest,Agricultural,Natural
8580,Pasture and Hay Barren to Cropland Barren,Pasture and Hay,Cropland,Barren,Barren,Pasture and Hay,Cropland,Agricultural,Agricultural
8581,Pasture and Hay Barren to Cropland Herbaceous,Pasture and Hay,Cropland,Barren,Low Vegetation,Pasture and Hay,Cropland,Agricultural,Agricultural
8583,Pasture and Hay Barren to Orchards and Vineyards Herbaceous,Pasture and Hay,Orchards and Vineyards,Barren,Low Vegetation,Pasture and Hay,Cropland,Agricultural,Agricultural
8584,Pasture and Hay Barren to Orchards and Vineyards Shrubland,Pasture and Hay,Orchards and Vineyards,Barren,Shrubland,Pasture and Hay,Cropland,Agricultural,Agricultural
8586,Pasture and Hay Barren to Pasture and Hay Herbaceous,Pasture and Hay,Pasture and Hay,Barren,Low Vegetation,Pasture and Hay,Pasture and Hay,Agricultural,Agricultural
8610,Pasture and Hay Herbaceous to Tidal Waters,Pasture and Hay,Tidal Waters,Low Vegetation,Water,Pasture and Hay,Water,Agricultural,Water
8611,Pasture and Hay Herbaceous to Lakes and Reservoirs,Pasture and Hay,Lakes and Reservoirs,Low Vegetation,Water,Pasture and Hay,Water,Agricultural,Water
8612,Pasture and Hay Herbaceous to Riverine Ponds,Pasture and Hay,Riverine Ponds,Low Vegetation,Water,Pasture and Hay,Water,Agricultural,Water
8613,Pasture and Hay Herbaceous to Terrene Ponds,Pasture and Hay,Terrene Ponds,Low Vegetation,Water,Pasture and Hay,Water,Agricultural,Water
8614,Pasture and Hay Herbaceous to Streams and Rivers,Pasture and Hay,Streams and Rivers,Low Vegetation,Water,Pasture and Hay,Water,Agricultural,Water
8615,Pasture and Hay Herbaceous to Bare Shore,Pasture and Hay,Bare Shore,Low Vegetation,Barren,Pasture and Hay,Natural Succession,Agricultural,Natural
8620,Pasture and Hay Herbaceous to Roads,Pasture and Hay,Roads,Low Vegetation,Impervious Roads,Pasture and Hay,Impervious Roads,Agricultural,Developed
8621,Pasture and Hay Herbaceous to Structures,Pasture and Hay,Structures,Low Vegetation,Impervious Structures,Pasture and Hay,Impervious Structures,Agricultural,Developed
8622,Pasture and Hay Herbaceous to Other Impervious,Pasture and Hay,Other Impervious,Low Vegetation,Other Impervious,Pasture and Hay,"Impervious, Other",Agricultural,Developed
8623,Pasture and Hay Herbaceous to Tree Canopy Over Roads,Pasture and Hay,Tree Canopy Over Roads,Low Vegetation,Tree Canopy Over Impervious Roads,Pasture and Hay,Tree Canopy over Impervious,Agricultural,Developed
8624,Pasture and Hay Herbaceous to Tree Canopy Over Structures,Pasture and Hay,Tree Canopy Over Structures,Low Vegetation,Tree Canopy Over Impervious Structures,Pasture and Hay,Tree Canopy over Impervious,Agricultural,Developed
8625,Pasture and Hay Herbaceous to Tree Canopy Over Other Impervious,Pasture and Hay,Tree Canopy Over Other Impervious,Low Vegetation,Tree Canopy Over Other Impervious,Pasture and Hay,Tree Canopy over Impervious,Agricultural,Developed
8626,Pasture and Hay Herbaceous to Tree Canopy Over Turf Grass,Pasture and Hay,Tree Canopy Over Turf,Low Vegetation,Tree Canopy,Pasture and Hay,Tree Canopy over Turf Grass,Agricultural,Developed
8627,Pasture and Hay Herbaceous to Turf Grass,Pasture and Hay,Turf,Low Vegetation,Low Vegetation,Pasture and Hay,Turf Grass,Agricultural,Developed
8628,Pasture and Hay Herbaceous to Bare Developed,Pasture and Hay,Developed,Low Vegetation,Barren,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8630,Pasture and Hay Herbaceous to Extractive Barren,Pasture and Hay,Extractive,Low Vegetation,Barren,Pasture and Hay,Extractive,Agricultural,Developed
8631,Pasture and Hay Herbaceous to Extractive Impervious,Pasture and Hay,Extractive,Low Vegetation,Other Impervious,Pasture and Hay,Extractive,Agricultural,Developed
8632,Pasture and Hay Herbaceous to Solar Field Panel Arrays,Pasture and Hay,Solar Field,Low Vegetation,Other Impervious,Pasture and Hay,"Impervious, Other",Agricultural,Developed
8633,Pasture and Hay Herbaceous to Solar Field Barren,Pasture and Hay,Solar Field,Low Vegetation,Barren,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8634,Pasture and Hay Herbaceous to Solar Field Herbaceous,Pasture and Hay,Solar Field,Low Vegetation,Low Vegetation,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8635,Pasture and Hay Herbaceous to Solar Field Shrubland,Pasture and Hay,Solar Field,Low Vegetation,Shrubland,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8636,Pasture and Hay Herbaceous to Suspended Succession Barren,Pasture and Hay,Suspended Succession,Low Vegetation,Barren,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8637,Pasture and Hay Herbaceous to Suspended Succession Herbaceous,Pasture and Hay,Suspended Succession,Low Vegetation,Low Vegetation,Pasture and Hay,"Pervious Developed, Other",Agricultural,Developed
8640,Pasture and Hay Herbaceous to Forest,Pasture and Hay,Forest,Low Vegetation,Tree Canopy,Pasture and Hay,Forest,Agricultural,Natural
